usertype,start_station_id,start_station_name,zip_code_start,borough_start,neighborhood_start,end_station_name,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Subscriber,3056,Kosciuszko St & Nostrand Ave,11216,Brooklyn,Central Brooklyn,Driggs Ave & Lorimer St,11222,Brooklyn,Greenpoint,2015-10-20,2015-10-20,56.2,5.7,0.0,20.0,1
Subscriber,216,Columbia Heights & Cranberry St,11201,Brooklyn,Northwest Brooklyn,Bedford Ave & Nassau Ave,11222,Brooklyn,Greenpoint,2015-11-04,2015-11-04,62.9,2.3,0.0,30.0,1
Subscriber,3086,Graham Ave & Conselyea St,11211,Brooklyn,Greenpoint,Driggs Ave & N Henry St,11222,Brooklyn,Greenpoint,2015-12-29,2015-12-29,39.3,6.8,0.33,10.0,6
Subscriber,323,Lawrence St & Willoughby St,11201,Brooklyn,Northwest Brooklyn,Driggs Ave & Lorimer St,11222,Brooklyn,Greenpoint,2015-10-28,2015-10-28,58.0,6.3,0.0,20.0,1
Subscriber,391,Clark St & Henry St,11201,Brooklyn,Northwest Brooklyn,Milton St & Franklin St,11222,Brooklyn,Greenpoint,2015-10-04,2015-10-04,56.5,9.2,0.02,30.0,1
Subscriber,426,West St & Chambers St,10282,Manhattan,Tribeca,Riverside Blvd & W 67 St,10069,Manhattan,West Side,2015-11-25,2015-11-25,42.5,2.3,0.0,20.0,1
Subscriber,3146,E 81 St & 3 Ave,10028,Manhattan,Upper East Side,E 72 St & Park Ave,10021,Manhattan,Upper East Side,2015-10-29,2015-10-29,67.2,5.7,1.44,10.0,1
Customer,456,E 53 St & Madison Ave,10022,Manhattan,Gramercy Park and Murray Hill,Mobile 01,10021,Manhattan,Upper East Side,2015-08-15,2015-08-15,80.7,3.3,0.0,30.0,1
Customer,3146,E 81 St & 3 Ave,10028,Manhattan,Upper East Side,E 72 St & Park Ave,10021,Manhattan,Upper East Side,2015-09-15,2015-09-15,72.0,2.1,0.0,30.0,1
Customer,167,E 39 St & 3 Ave,10016,Manhattan,Gramercy Park and Murray Hill,E 75 St & 3 Ave,10021,Manhattan,Upper East Side,2015-11-25,2015-11-25,42.5,2.3,0.0,20.0,1
Subscriber,3165,Central Park West & W 72 St,10023,Manhattan,Upper West Side,E 72 St & York Ave,10021,Manhattan,Upper East Side,2015-11-03,2015-11-03,60.6,1.6,0.0,10.0,3
Customer,491,E 24 St & Park Ave S,10010,Manhattan,Gramercy Park and Murray Hill,E 72 St & Park Ave,10021,Manhattan,Upper East Side,2015-09-10,2015-09-10,75.2,4.7,1.13,30.0,1
Subscriber,160,E 37 St & Lexington Ave,10016,Manhattan,Gramercy Park and Murray Hill,E 75 St & 3 Ave,10021,Manhattan,Upper East Side,2015-12-05,2015-12-05,45.7,2.0,0.0,20.0,1
Subscriber,536,1 Ave & E 30 St,10016,Manhattan,Gramercy Park and Murray Hill,E 75 St & 3 Ave,10021,Manhattan,Upper East Side,2015-11-03,2015-11-03,60.6,1.6,0.0,20.0,1
Subscriber,3177,W 84 St & Broadway,10024,Manhattan,Upper West Side,E 72 St & York Ave,10021,Manhattan,Upper East Side,2015-10-27,2015-10-27,51.9,3.5,0.0,20.0,3
Subscriber,505,6 Ave & W 33 St,10001,Manhattan,Chelsea and Clinton,E 75 St & 3 Ave,10021,Manhattan,Upper East Side,2015-12-08,2015-12-08,44.6,4.6,0.0,20.0,2
Subscriber,3119,Vernon Blvd & 50 Ave,11101,Queens,Northwest Queens,Queens Plaza North & Crescent St,11101,Queens,Northwest Queens,2015-09-20,2015-09-20,73.9,6.3,0.0,30.0,1
Subscriber,3124,46 Ave & 5 St,11101,Queens,Northwest Queens,Vernon Blvd & 50 Ave,11101,Queens,Northwest Queens,2015-08-31,2015-08-31,81.7,3.8,0.13,0.0,6
Subscriber,3124,46 Ave & 5 St,11101,Queens,Northwest Queens,45 Rd & 11 St,11101,Queens,Northwest Queens,2015-11-09,2015-11-09,51.1,1.7,0.0,0.0,8
Subscriber,3124,46 Ave & 5 St,11101,Queens,Northwest Queens,Jackson Ave & 46 Rd,11101,Queens,Northwest Queens,2015-12-18,2015-12-18,51.9,5.5,1.21,0.0,2
Subscriber,3119,Vernon Blvd & 50 Ave,11101,Queens,Northwest Queens,46 Ave & 5 St,11101,Queens,Northwest Queens,2015-09-22,2015-09-22,66.8,6.4,0.0,10.0,5
Customer,3125,45 Rd & 11 St,11101,Queens,Northwest Queens,45 Rd & 11 St,11101,Queens,Northwest Queens,2015-10-25,2015-10-25,59.1,4.0,0.02,30.0,1
Subscriber,305,E 58 St & 3 Ave,10022,Manhattan,Gramercy Park and Murray Hill,Queens Plaza North & Crescent St,11101,Queens,Northwest Queens,2015-12-29,2015-12-29,39.3,6.8,0.33,10.0,1
Subscriber,442,W 27 St & 7 Ave,10001,Manhattan,Chelsea and Clinton,Queens Plaza North & Crescent St,11101,Queens,Northwest Queens,2015-12-18,2015-12-18,51.9,5.5,1.21,40.0,1
Subscriber,476,E 31 St & 3 Ave,10016,Manhattan,Gramercy Park and Murray Hill,Queens Plaza North & Crescent St,11101,Queens,Northwest Queens,2015-11-03,2015-11-03,60.6,1.6,0.0,20.0,1
Subscriber,3112,Milton St & Franklin St,11222,Brooklyn,Greenpoint,Metropolitan Ave & Meeker Ave,11211,Brooklyn,Greenpoint,2015-09-22,2015-09-22,66.8,6.4,0.0,10.0,1
Subscriber,3082,Hope St & Union Ave,11211,Brooklyn,Greenpoint,N 8 St & Driggs Ave,11211,Brooklyn,Greenpoint,2015-09-27,2015-09-27,63.5,4.8,0.0,10.0,3
Subscriber,3107,Bedford Ave & Nassau Ave,11222,Brooklyn,Greenpoint,Graham Ave & Withers St,11211,Brooklyn,Greenpoint,2015-09-08,2015-09-08,84.2,3.8,0.0,10.0,1
Customer,349,Rivington St & Ridge St,10002,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2014-10-09,2014-10-09,62.6,5.2,0.04,20.0,4
Customer,3115,India St & Manhattan Ave,11222,Brooklyn,Greenpoint,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-09-20,2015-09-20,73.9,6.3,0.0,10.0,2
Subscriber,3106,Driggs Ave & N Henry St,11222,Brooklyn,Greenpoint,Division Ave & Hooper St,11211,Brooklyn,Greenpoint,2015-08-22,2015-08-22,76.9,3.7,0.32,20.0,1
Subscriber,3117,Franklin St & Dupont St,11222,Brooklyn,Greenpoint,Graham Ave & Conselyea St,11211,Brooklyn,Greenpoint,2015-11-17,2015-11-17,47.5,6.4,0.0,10.0,1
Customer,532,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,Metropolitan Ave & Bedford Ave,11211,Brooklyn,Greenpoint,2014-07-06,2014-07-06,76.0,4.1,0.0,10.0,2
Subscriber,3047,Halsey St & Tompkins Ave,11216,Brooklyn,Central Brooklyn,Devoe St & Leonard St,11211,Brooklyn,Greenpoint,2015-10-08,2015-10-08,63.8,2.9,0.0,20.0,1
Subscriber,3095,Graham Ave & Herbert St,11222,Brooklyn,Greenpoint,Graham Ave & Conselyea St,11211,Brooklyn,Greenpoint,2015-11-13,2015-11-13,55.4,9.4,0.01,0.0,5
Subscriber,410,Suffolk St & Stanton St,10002,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2014-07-06,2014-07-06,76.0,4.1,0.0,20.0,5
Subscriber,3094,Graham Ave & Withers St,11211,Brooklyn,Greenpoint,N 8 St & Driggs Ave,11211,Brooklyn,Greenpoint,2015-10-21,2015-10-21,65.0,2.8,0.0,10.0,1
Subscriber,531,Forsyth St & Broome St,10002,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-08-19,2015-08-19,80.0,4.0,0.0,10.0,1
Subscriber,3081,Graham Ave & Grand St,11211,Brooklyn,Greenpoint,Division Ave & Hooper St,11211,Brooklyn,Greenpoint,2015-10-14,2015-10-14,63.8,3.2,0.0,10.0,1
Subscriber,251,Mott St & Prince St,10012,Manhattan,Greenwich Village and Soho,Metropolitan Ave & Bedford Ave,11211,Brooklyn,Greenpoint,2014-08-20,2014-08-20,75.1,1.8,0.0,30.0,1
Subscriber,252,MacDougal St & Washington Sq,10011,Manhattan,Chelsea and Clinton,Bushwick Ave & Powers St,11211,Brooklyn,Greenpoint,2015-09-28,2015-09-28,70.1,2.3,0.0,30.0,1
Customer,242,Carlton Ave & Flushing Ave,11205,Brooklyn,Northwest Brooklyn,Metropolitan Ave & Bedford Ave,11211,Brooklyn,Greenpoint,2015-09-21,2015-09-21,65.8,7.4,0.0,20.0,2
Subscriber,3102,Driggs Ave & Lorimer St,11222,Brooklyn,Greenpoint,Union Ave & N 12 St,11211,Brooklyn,Greenpoint,2015-12-12,2015-12-12,59.6,2.7,0.0,10.0,2
Subscriber,532,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,Metropolitan Ave & Bedford Ave,11211,Brooklyn,Greenpoint,2015-01-16,2015-01-16,33.4,7.3,0.0,0.0,1
Subscriber,421,Clermont Ave & Park Ave,11205,Brooklyn,Northwest Brooklyn,Metropolitan Ave & Bedford Ave,11211,Brooklyn,Greenpoint,2014-08-25,2014-08-25,74.3,1.9,0.0,20.0,2
Customer,400,Pitt St & Stanton St,10002,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2014-06-14,2014-06-14,69.0,3.7,1.14,20.0,2
Subscriber,304,Broadway & Battery Pl,10004,Manhattan,Lower Manhattan,N 8 St & Driggs Ave,11211,Brooklyn,Greenpoint,2015-10-11,2015-10-11,59.3,2.8,0.0,30.0,1
Subscriber,251,Mott St & Prince St,10012,Manhattan,Greenwich Village and Soho,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-10-20,2015-10-20,56.2,5.7,0.0,20.0,1
Subscriber,406,Hicks St & Montague St,11201,Brooklyn,Northwest Brooklyn,Metropolitan Ave & Bedford Ave,11211,Brooklyn,Greenpoint,2014-07-13,2014-07-13,75.8,4.3,0.0,30.0,2
Subscriber,366,Clinton Ave & Myrtle Ave,11205,Brooklyn,Northwest Brooklyn,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-11-18,2015-11-18,50.9,3.6,0.0,10.0,1
Customer,313,Washington Ave & Park Ave,11205,Brooklyn,Northwest Brooklyn,Bedford Ave & S 9th St,11211,Brooklyn,Greenpoint,2015-03-22,2015-03-22,39.1,7.2,0.0,20.0,2
Subscriber,438,St Marks Pl & 1 Ave,10003,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2014-05-07,2014-05-07,59.1,3.2,0.0,10.0,1
Customer,2003,1 Ave & E 18 St,10009,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-11-08,2015-11-08,51.9,4.0,0.0,30.0,1
Subscriber,428,E 3 St & 1 Ave,10003,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-11-22,2015-11-22,51.2,5.1,0.03,20.0,2
Customer,532,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,Metropolitan Ave & Bedford Ave,11211,Brooklyn,Greenpoint,2014-06-10,2014-06-10,69.5,3.4,0.96,10.0,1
Subscriber,433,E 13 St & Avenue A,10009,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-07-17,2015-07-17,72.5,3.1,0.0,20.0,1
Subscriber,546,E 30 St & Park Ave S,10016,Manhattan,Gramercy Park and Murray Hill,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-08-27,2015-08-27,73.8,2.6,0.0,30.0,1
Subscriber,418,Front St & Gold St,11201,Brooklyn,Northwest Brooklyn,Metropolitan Ave & Bedford Ave,11211,Brooklyn,Greenpoint,2014-08-15,2014-08-15,68.0,4.8,0.0,20.0,3
Customer,321,Cadman Plaza E & Red Cross Pl,11201,Brooklyn,Northwest Brooklyn,Grand St & Havemeyer St,11211,Brooklyn,Greenpoint,2015-05-10,2015-05-10,70.0,2.3,0.0,20.0,1
Subscriber,237,E 11 St & 2 Ave,10003,Manhattan,Lower East Side,S 5 Pl & S 4 St,11211,Brooklyn,Greenpoint,2015-08-01,2015-08-01,81.6,3.8,0.0,20.0,1
Subscriber,368,Carmine St & 6 Ave,10014,Manhattan,Greenwich Village and Soho,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2014-11-09,2014-11-09,50.0,3.6,0.0,30.0,1
Subscriber,513,W 56 St & 10 Ave,10019,Manhattan,Chelsea and Clinton,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-09-18,2015-09-18,76.3,2.4,0.0,20.0,1
Subscriber,336,Sullivan St & Washington Sq,10012,Manhattan,Greenwich Village and Soho,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-11-05,2015-11-05,62.8,1.9,0.0,20.0,1
Subscriber,493,W 45 St & 6 Ave,10036,Manhattan,Chelsea and Clinton,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-07-24,2015-07-24,77.8,2.1,0.0,0.0,2
Subscriber,238,Bank St & Washington St,10014,Manhattan,Greenwich Village and Soho,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2014-07-07,2014-07-07,79.8,4.8,0.0,20.0,2
Subscriber,3149,E 82 St & 2 Ave,10028,Manhattan,Upper East Side,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-10-06,2015-10-06,61.2,1.5,0.0,20.0,1
Customer,238,Bank St & Washington St,10014,Manhattan,Greenwich Village and Soho,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2014-08-09,2014-08-09,76.0,2.5,0.0,30.0,2
Subscriber,522,E 51 St & Lexington Ave,10022,Manhattan,Gramercy Park and Murray Hill,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-06-08,2015-06-08,68.6,4.8,0.0,0.0,1
Subscriber,284,Greenwich Ave & 8 Ave,10014,Manhattan,Greenwich Village and Soho,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-06-24,2015-06-24,76.7,4.5,0.02,20.0,1
Subscriber,309,Murray St & West St,10007,Manhattan,Lower Manhattan,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2014-04-09,2014-04-09,52.2,6.6,0.34,40.0,1
Subscriber,368,Carmine St & 6 Ave,10014,Manhattan,Greenwich Village and Soho,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2014-05-03,2014-05-03,61.3,3.6,0.0,20.0,1
Subscriber,3167,Amsterdam Ave & W 73 St,10023,Manhattan,Upper West Side,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-12-03,2015-12-03,50.9,6.2,0.1,10.0,1
Subscriber,435,W 21 St & 6 Ave,10011,Manhattan,Chelsea and Clinton,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-05-29,2015-05-29,73.6,4.5,0.0,20.0,1
Subscriber,509,9 Ave & W 22 St,10011,Manhattan,Chelsea and Clinton,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-10-09,2015-10-09,66.6,3.0,0.0,20.0,1
Subscriber,462,W 22 St & 10 Ave,10011,Manhattan,Chelsea and Clinton,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-09-09,2015-09-09,82.0,4.0,0.0,10.0,1
Subscriber,3133,E 67 St & Lexington Ave,10065,Manhattan,Upper East Side,W 52 St & 5 Ave,10103,Manhattan,Chelsea and Clinton,2015-09-20,2015-09-20,73.9,6.3,0.0,10.0,2
Subscriber,3175,W 70 St & Amsterdam Ave,10023,Manhattan,Upper West Side,E 72 St & York Ave,10021,Manhattan,Upper East Side,2015-09-15,2015-09-15,72.0,2.1,0.0,10.0,1
Subscriber,3150,E 85 St & York Ave,10028,Manhattan,Upper East Side,E 72 St & York Ave,10021,Manhattan,Upper East Side,2015-12-08,2015-12-08,44.6,4.6,0.0,10.0,5
Subscriber,523,W 38 St & 8 Ave,10018,Manhattan,Chelsea and Clinton,Riverside Blvd & W 67 St,10069,Manhattan,West Side,2015-12-25,2015-12-25,62.0,0.7,0.01,10.0,1
Subscriber,160,E 37 St & Lexington Ave,10016,Manhattan,Gramercy Park and Murray Hill,E 75 St & 3 Ave,10021,Manhattan,Upper East Side,2015-11-06,2015-11-06,69.4,3.7,0.01,20.0,1
Subscriber,515,W 43 St & 10 Ave,10036,Manhattan,Chelsea and Clinton,E 71 St & 2 Ave,10021,Manhattan,Upper East Side,2015-12-22,2015-12-22,57.2,4.9,0.0,20.0,1
Subscriber,505,6 Ave & W 33 St,10001,Manhattan,Chelsea and Clinton,E 75 St & 3 Ave,10021,Manhattan,Upper East Side,2015-10-05,2015-10-05,57.7,6.6,0.0,30.0,1
Customer,295,Pike St & E Broadway,10002,Manhattan,Lower East Side,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-07-22,2015-07-22,77.3,4.5,0.0,0.0,2
Subscriber,340,Madison St & Clinton St,10002,Manhattan,Lower East Side,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2014-09-23,2014-09-23,60.1,2.7,0.0,10.0,1
Customer,2009,Catherine St & Monroe St,10038,Manhattan,Lower Manhattan,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-04-22,2015-04-22,57.7,4.8,0.06,10.0,1
Subscriber,147,Greenwich St & Warren St,10007,Manhattan,Lower Manhattan,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-04-01,2015-04-01,38.9,4.7,0.17,10.0,1
Customer,151,Cleveland Pl & Spring St,10012,Manhattan,Greenwich Village and Soho,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-10-21,2015-10-21,65.0,2.8,0.0,10.0,2
Subscriber,316,Fulton St & William St,10038,Manhattan,Lower Manhattan,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2014-01-28,2014-01-28,17.8,6.5,0.0,10.0,1
Customer,147,Greenwich St & Warren St,10007,Manhattan,Lower Manhattan,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-08-04,2015-08-04,80.7,4.6,0.43,10.0,2
Subscriber,502,Henry St & Grand St,10002,Manhattan,Lower East Side,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2014-11-21,2014-11-21,32.3,7.5,0.0,10.0,3
Subscriber,340,Madison St & Clinton St,10002,Manhattan,Lower East Side,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2014-03-25,2014-03-25,32.4,4.1,0.0,10.0,1
Subscriber,531,Forsyth St & Broome St,10002,Manhattan,Lower East Side,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-09-26,2015-09-26,66.5,5.2,0.0,10.0,1
Subscriber,403,E 2 St & 2 Ave,10003,Manhattan,Lower East Side,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-10-19,2015-10-19,42.9,2.2,0.0,10.0,1
Subscriber,503,E 20 St & Park Ave,10010,Manhattan,Gramercy Park and Murray Hill,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-05-14,2015-05-14,60.0,3.5,0.0,20.0,1
Customer,229,Great Jones St,10012,Manhattan,Greenwich Village and Soho,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-10-17,2015-10-17,51.6,5.0,0.0,30.0,1
Subscriber,151,Cleveland Pl & Spring St,10012,Manhattan,Greenwich Village and Soho,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2014-08-09,2014-08-09,76.0,2.5,0.0,10.0,4
Customer,545,E 23 St & 1 Ave,10010,Manhattan,Gramercy Park and Murray Hill,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-07-03,2015-07-03,73.5,2.4,0.0,60.0,3
Subscriber,146,Hudson St & Reade St,10013,Manhattan,Greenwich Village and Soho,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-01-16,2015-01-16,33.4,7.3,0.0,0.0,1
Subscriber,332,Cherry St,10002,Manhattan,Lower East Side,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-10-07,2015-10-07,64.9,2.5,0.0,10.0,1
Subscriber,302,Avenue D & E 3 St,10009,Manhattan,Lower East Side,Centre St & Worth St,10278,Manhattan,Lower Manhattan,2015-06-11,2015-06-11,79.6,4.5,0.0,10.0,1
Subscriber,304,Broadway & Battery Pl,10004,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-12-05,2014-12-05,38.4,6.1,0.0,10.0,1
Subscriber,264,Maiden Ln & Pearl St,10038,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-05-21,2015-05-21,56.7,2.5,0.0,20.0,1
Subscriber,521,8 Ave & W 31 St,10199,Manhattan,Chelsea and Clinton,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-11-25,2014-11-25,60.0,4.3,0.02,20.0,3
Subscriber,224,Spruce St & Nassau St,10038,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-06-22,2014-06-22,69.8,1.5,0.0,10.0,1
Subscriber,259,South St & Whitehall St,10004,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-09-15,2014-09-15,62.8,2.5,0.0,10.0,1
Customer,327,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-06-21,2014-06-21,70.4,4.7,0.0,20.0,9
Subscriber,387,Centre St & Chambers St,10007,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-03-27,2015-03-27,43.9,4.2,0.59,10.0,2
Subscriber,304,Broadway & Battery Pl,10004,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-09-21,2015-09-21,65.8,7.4,0.0,10.0,5
Subscriber,351,Front St & Maiden Ln,10005,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-07-31,2015-07-31,80.5,3.3,1.95,20.0,1
Subscriber,427,Bus Slip & State St,10004,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-01-13,2015-01-13,29.5,7.3,0.35,10.0,4
Subscriber,3166,Riverside Dr & W 72 St,10024,Manhattan,Upper West Side,West St & Chambers St,10282,Manhattan,Tribeca,2015-11-01,2015-11-01,57.9,3.9,0.0,30.0,2
Subscriber,426,West St & Chambers St,10282,Manhattan,Tribeca,West St & Chambers St,10282,Manhattan,Tribeca,2014-07-18,2014-07-18,73.4,3.6,0.0,0.0,4
Subscriber,327,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-09-14,2015-09-14,66.4,6.3,0.04,230.0,2
Subscriber,426,West St & Chambers St,10282,Manhattan,Tribeca,West St & Chambers St,10282,Manhattan,Tribeca,2015-06-04,2015-06-04,58.0,4.6,0.0,10.0,3
Subscriber,2009,Catherine St & Monroe St,10038,Manhattan,Lower Manhattan,West St & Chambers St,10282,Manhattan,Tribeca,2014-06-15,2014-06-15,67.7,4.0,0.0,30.0,3
Subscriber,306,Cliff St & Fulton St,10038,Manhattan,Lower Manhattan,West St & Chambers St,10282,Manhattan,Tribeca,2015-08-08,2015-08-08,74.7,3.4,0.0,20.0,2
Subscriber,306,Cliff St & Fulton St,10038,Manhattan,Lower Manhattan,West St & Chambers St,10282,Manhattan,Tribeca,2014-11-12,2014-11-12,59.5,2.4,0.0,10.0,1
Subscriber,426,West St & Chambers St,10282,Manhattan,Tribeca,West St & Chambers St,10282,Manhattan,Tribeca,2014-08-13,2014-08-13,72.5,4.9,0.7,0.0,4
Subscriber,72,W 52 St & 11 Ave,10019,Manhattan,Chelsea and Clinton,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-04-21,2014-04-21,52.0,3.6,0.0,30.0,1
Subscriber,387,Centre St & Chambers St,10007,Manhattan,Lower Manhattan,West St & Chambers St,10282,Manhattan,Tribeca,2015-11-02,2015-11-02,59.4,2.6,0.0,10.0,7
Subscriber,387,Centre St & Chambers St,10007,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-12-30,2014-12-30,32.5,4.3,0.0,10.0,2
Subscriber,3230,Penn Station Valet,10199,Manhattan,Chelsea and Clinton,West St & Chambers St,10282,Manhattan,Tribeca,2015-11-13,2015-11-13,55.4,9.4,0.01,20.0,2
Subscriber,358,Christopher St & Greenwich St,10014,Manhattan,Greenwich Village and Soho,West St & Chambers St,10282,Manhattan,Tribeca,2014-10-16,2014-10-16,68.8,3.4,1.68,10.0,6
Customer,225,W 14 St & The High Line,10014,Manhattan,Greenwich Village and Soho,West St & Chambers St,10282,Manhattan,Tribeca,2015-07-27,2015-07-27,78.5,2.8,0.36,60.0,1
Subscriber,514,12 Ave & W 40 St,10018,Manhattan,Chelsea and Clinton,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-05-11,2014-05-11,70.1,4.0,0.4,20.0,3
Subscriber,147,Greenwich St & Warren St,10007,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-06-10,2015-06-10,74.0,2.5,0.01,10.0,2
Subscriber,327,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,West St & Chambers St,10282,Manhattan,Tribeca,2014-08-27,2014-08-27,78.5,2.3,0.0,0.0,3
Customer,358,Christopher St & Greenwich St,10014,Manhattan,Greenwich Village and Soho,West St & Chambers St,10282,Manhattan,Tribeca,2015-07-25,2015-07-25,78.2,2.5,0.0,10.0,3
Subscriber,457,Broadway & W 58 St,10019,Manhattan,Chelsea and Clinton,West St & Chambers St,10282,Manhattan,Tribeca,2014-07-09,2014-07-09,78.8,4.9,0.39,30.0,2
Subscriber,426,West St & Chambers St,10282,Manhattan,Tribeca,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-05-12,2015-05-12,75.6,3.7,0.0,0.0,4
Subscriber,380,W 4 St & 7 Ave S,10014,Manhattan,Greenwich Village and Soho,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2015-06-11,2015-06-11,79.6,4.5,0.0,10.0,2
Subscriber,362,Broadway & W 37 St,10018,Manhattan,Chelsea and Clinton,West St & Chambers St,10282,Manhattan,Tribeca,2014-07-23,2014-07-23,79.7,4.8,0.0,30.0,1
Subscriber,380,W 4 St & 7 Ave S,10014,Manhattan,Greenwich Village and Soho,West St & Chambers St,10282,Manhattan,Tribeca,2014-08-17,2014-08-17,73.6,3.4,0.0,10.0,3
Subscriber,335,Washington Pl & Broadway,10012,Manhattan,Greenwich Village and Soho,West St & Chambers St,10282,Manhattan,Tribeca,2014-09-22,2014-09-22,67.3,5.3,0.0,20.0,1
Subscriber,540,Lexington Ave & E 26 St,10010,Manhattan,Gramercy Park and Murray Hill,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-05-30,2014-05-30,63.3,1.6,0.0,30.0,1
Customer,387,Centre St & Chambers St,10007,Manhattan,Lower Manhattan,Vesey Pl & River Terrace,10282,Manhattan,Tribeca,2014-08-21,2014-08-21,73.9,2.8,0.04,20.0,2
Subscriber,358,Christopher St & Greenwich St,10014,Manhattan,Greenwich Village and Soho,West St & Chambers St,10282,Manhattan,Tribeca,2015-12-10,2015-12-10,54.9,4.5,0.0,10.0,4
Subscriber,508,W 46 St & 11 Ave,10036,Manhattan,Chelsea and Clinton,West St & Chambers St,10282,Manhattan,Tribeca,2014-05-30,2014-05-30,63.3,1.6,0.0,20.0,3
